"Time (s) Run #1";"Angle, Ch 1+2 (rad) Run #1";"Angle, Ch 3+4 (rad) Run #1";"Output Voltage (V) Run #1";"Output Current (A) Run #1";"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4";"Time (s) Run #5";"Angle, Ch 1+2 (rad) Run #5";"Angle, Ch 3+4 (rad) Run #5";"Output Voltage (V) Run #5";"Output Current (A) Run #5";"Time (s) Run #6";"Angle, Ch 1+2 (rad) Run #6";"Angle, Ch 3+4 (rad) Run #6";"Output Voltage (V) Run #6";"Output Current (A) Run #6";"Time (s) Run #7";"Angle, Ch 1+2 (rad) Run #7";"Angle, Ch 3+4 (rad) Run #7";"Output Voltage (V) Run #7";"Output Current (A) Run #7";"Time (s) Run #8";"Angle, Ch 1+2 (rad) Run #8";"Angle, Ch 3+4 (rad) Run #8";"Output Voltage (V) Run #8";"Output Current (A) Run #8";"Time (s) Run #9";"Angle, Ch 1+2 (rad) Run #9";"Angle, Ch 3+4 (rad) Run #9";"Output Voltage (V) Run #9";"Output Current (A) Run #9";"Time (s) Run #10";"Angle, Ch 1+2 (rad) Run #10";"Angle, Ch 3+4 (rad) Run #10";"Output Voltage (V) Run #10";"Output Current (A) Run #10";"Time (s) Run #11";"Angle, Ch 1+2 (rad) Run #11";"Angle, Ch 3+4 (rad) Run #11";"Output Voltage (V) Run #11";"Output Current (A) Run #11";"Time (s) Run #12";"Angle, Ch 1+2 (rad) Run #12";"Angle, Ch 3+4 (rad) Run #12";"Output Voltage (V) Run #12";"Output Current (A) Run #12";"Time (s) Run #13";"Angle, Ch 1+2 (rad) Run #13";"Angle, Ch 3+4 (rad) Run #13";"Output Voltage (V) Run #13";"Output Current (A) Run #13";"Time (s) Run #14";"Angle, Ch 1+2 (rad) Run #14";"Angle, Ch 3+4 (rad) Run #14";"Output Voltage (V) Run #14";"Output Current (A) Run #14";"Time (s) Run #15";"Angle, Ch 1+2 (rad) Run #15";"Angle, Ch 3+4 (rad) Run #15";"Output Voltage (V) Run #15";"Output Current (A) Run #15";"Time (s) Run #16";"Angle, Ch 1+2 (rad) Run #16";"Angle, Ch 3+4 (rad) Run #16";"Output Voltage (V) Run #16";"Output Current (A) Run #16";"Time (s) Run #17";"Angle, Ch 1+2 (rad) Run #17";"Angle, Ch 3+4 (rad) Run #17";"Output Voltage (V) Run #17";"Output Current (A) Run #17";"Time (s) Run #18";"Angle, Ch 1+2 (rad) Run #18";"Angle, Ch 3+4 (rad) Run #18";"Output Voltage (V) Run #18";"Output Current (A) Run #18";"Time (s) Run #19";"Angle, Ch 1+2 (rad) Run #19";"Angle, Ch 3+4 (rad) Run #19";"Output Voltage (V) Run #19";"Output Current (A) Run #19";"Time (s) Run #20";"Angle, Ch 1+2 (rad) Run #20";"Angle, Ch 3+4 (rad) Run #20";"Output Voltage (V) Run #20";"Output Current (A) Run #20";"Time (s) Run #21";"Angle, Ch 1+2 (rad) Run #21";"Angle, Ch 3+4 (rad) Run #21";"Output Voltage (V) Run #21";"Output Current (A) Run #21";"Time (s) Run #22";"Angle, Ch 1+2 (rad) Run #22";"Angle, Ch 3+4 (rad) Run #22";"Output Voltage (V) Run #22";"Output Current (A) Run #22";"Time (s) Run #23";"Angle, Ch 1+2 (rad) Run #23";"Angle, Ch 3+4 (rad) Run #23";"Output Voltage (V) Run #23";"Output Current (A) Run #23";"Time (s) Run #24";"Angle, Ch 1+2 (rad) Run #24";"Angle, Ch 3+4 (rad) Run #24";"Output Voltage (V) Run #24";"Output Current (A) Run #24"
18,700;0,611;1,169;3,999;0,243;18,700;1,850;2,286;3,999;0,222;18,700;1,553;2,025;3,999;0,222;18,700;2,199;-0,646;4,747;0,259;18,700;-3,002;1,902;4,747;0,236;18,700;3,194;-2,286;4,747;0,256;18,700;-1,553;2,025;4,995;0,237;18,700;-1,012;1,414;4,995;0,232;18,700;0,908;-0,052;4,994;0,233;18,700;-1,047;-2,094;4,499;0,233;18,700;-7,069;-0,541;4,499;0,234;18,700;3,299;1,728;4,499;0,246;18,700;-4,573;0,175;4,601;0,238;18,700;-5,498;-0,244;4,601;0,237;18,700;-0,052;0,000;4,601;0,234;18,700;7,400;-0,663;4,550;0,260;18,700;0,820;-2,409;4,550;0,245;18,700;-6,353;1,449;4,550;0,236;18,700;-1,257;1,588;4,521;0,231;18,700;6,615;-0,157;4,521;0,264;18,700;0,384;-1,047;4,521;0,252;18,700;-5,777;-0,559;4,506;0,228;18,700;-5,829;0,175;4,506;0,226;18,700;-0,698;2,635;4,506;0,231
18,750;0,244;0,925;3,999;0,241;18,750;1,955;2,217;3,999;0,230;18,750;1,623;2,007;3,999;0,227;18,750;2,793;-0,942;4,747;0,261;18,750;-3,264;2,182;4,747;0,234;18,750;3,351;-2,461;4,747;0,257;18,750;-1,641;2,199;4,995;0,241;18,750;-1,466;1,763;4,994;0,236;18,750;0,454;0,209;4,995;0,233;18,750;-2,513;-2,059;4,499;0,239;18,750;-7,435;-0,262;4,499;0,234;18,750;4,503;1,466;4,499;0,256;18,750;-3,526;0,192;4,601;0,237;18,750;-4,922;-0,087;4,601;0,235;18,750;1,449;-0,070;4,601;0,234;18,750;6,999;-0,942;4,550;0,267;18,750;-0,681;-2,461;4,550;0,238;18,750;-5,445;1,676;4,550;0,229;18,750;0,279;1,658;4,521;0,231;18,750;6,859;-0,436;4,521;0,268;18,750;-1,030;-1,187;4,521;0,244;18,750;-6,667;-0,332;4,506;0,230;18,750;-6,336;0,332;4,506;0,232;18,750;0,838;2,566;4,506;0,235
18,800;-0,122;0,698;3,999;0,244;18,800;1,972;2,112;3,999;0,234;18,800;1,606;1,937;3,999;0,228;18,800;3,246;-1,187;4,747;0,260;18,800;-3,334;2,409;4,747;0,237;18,800;3,316;-2,566;4,747;0,249;18,800;-1,571;2,286;4,995;0,243;18,800;-1,833;2,077;4,995;0,235;18,800;-0,035;0,506;4,994;0,233;18,800;-3,910;-1,972;4,499;0,227;18,800;-7,470;0,035;4,499;0,237;18,800;5,463;1,187;4,499;0,263;18,800;-2,339;0,105;4,601;0,236;18,800;-4,119;-0,017;4,601;0,236;18,800;2,880;-0,209;4,601;0,246;18,800;6,301;-1,204;4,550;0,263;18,800;-2,182;-2,443;4,550;0,232;18,800;-4,294;1,833;4,550;0,232;18,800;1,798;1,676;4,521;0,230;18,800;6,737;-0,698;4,521;0,264;18,800;-2,426;-1,274;4,521;0,232;18,800;-7,261;-0,087;4,506;0,229;18,800;-6,545;0,541;4,506;0,233;18,800;2,339;2,409;4,506;0,239
18,850;-0,506;0,489;3,999;0,241;18,850;1,902;1,937;3,999;0,241;18,850;1,518;1,815;3,999;0,230;18,850;3,543;-1,396;4,747;0,259;18,850;-3,194;2,566;4,747;0,238;18,850;3,072;-2,635;4,747;0,247;18,850;-1,396;2,269;4,995;0,246;18,850;-2,059;2,356;4,995;0,237;18,850;-0,489;0,838;4,994;0,233;18,850;-5,149;-1,815;4,499;0,226;18,850;-7,208;0,332;4,499;0,235;18,850;6,126;0,890;4,499;0,263;18,850;-1,047;-0,052;4,601;0,240;18,850;-3,107;-0,035;4,601;0,240;18,850;4,136;-0,419;4,601;0,246;18,850;5,323;-1,449;4,550;0,256;18,850;-3,613;-2,374;4,550;0,233;18,850;-2,967;1,920;4,550;0,230;18,850;3,264;1,606;4,521;0,235;18,850;6,283;-0,908;4,521;0,256;18,850;-3,752;-1,326;4,521;0,230;18,850;-7,540;0,192;4,506;0,233;18,850;-6,458;0,803;4,506;0,230;18,850;3,700;2,217;4,506;0,247
18,900;-0,855;0,314;3,999;0,239;18,900;1,745;1,745;3,999;0,238;18,900;1,361;1,641;3,999;0,234;18,900;3,630;-1,553;4,747;0,254;18,900;-2,862;2,635;4,747;0,237;18,900;2,653;-2,618;4,747;0,240;18,900;-1,100;2,147;4,995;0,244;18,900;-2,164;2,566;4,995;0,241;18,900;-0,925;1,187;4,995;0,233;18,900;-6,178;-1,623;4,499;0,238;18,900;-6,632;0,611;4,499;0,235;18,900;6,458;0,593;4,499;0,267;18,900;0,262;-0,262;4,601;0,246;18,900;-1,937;-0,122;4,601;0,235;18,900;5,166;-0,663;4,601;0,255;18,900;4,136;-1,641;4,550;0,251;18,900;-4,904;-2,234;4,550;0,227;18,900;-1,501;1,920;4,550;0,231;18,900;4,555;1,466;4,521;0,244;18,900;5,533;-1,082;4,521;0,256;18,900;-4,922;-1,309;4,521;0,233;18,900;-7,505;0,489;4,506;0,232;18,900;-6,074;1,082;4,506;0,235;18,900;4,869;1,955;4,506;0,254
18,950;-1,187;0,175;3,999;0,237;18,950;1,536;1,501;3,999;0,239;18,950;1,117;1,449;3,999;0,238;18,950;3,543;-1,658;4,747;0,253;18,950;-2,374;2,618;4,747;0,242;18,950;2,059;-2,531;4,747;0,236;18,950;-0,733;1,937;4,995;0,251;18,950;-2,112;2,670;4,995;0,237;18,950;-1,274;1,518;4,995;0,233;18,950;-6,946;-1,396;4,499;0,229;18,950;-5,760;0,855;4,499;0,236;18,950;6,458;0,314;4,499;0,266;18,950;1,536;-0,524;4,601;0,250;18,950;-0,663;-0,297;4,601;0,243;18,950;5,934;-0,942;4,601;0,255;18,950;2,775;-1,780;4,550;0,249;18,950;-5,986;-2,077;4,550;0,232;18,950;0,017;1,850;4,550;0,236;18,950;5,637;1,257;4,521;0,247;18,950;4,538;-1,204;4,521;0,248;18,950;-5,899;-1,239;4,521;0,225;18,950;-7,138;0,785;4,506;0,231;18,950;-5,393;1,379;4,506;0,231;18,950;5,794;1,676;4,507;0,256
19,000;-1,484;0,070;3,999;0,231;19,000;1,239;1,257;3,999;0,246;19,000;0,820;1,204;3,999;0,244;19,000;3,264;-1,693;4,747;0,244;19,000;-1,745;2,513;4,747;0,243;19,000;1,361;-2,391;4,747;0,235;19,000;-0,297;1,676;4,995;0,254;19,000;-1,937;2,670;4,995;0,245;19,000;-1,518;1,798;4,994;0,236;19,000;-7,418;-1,134;4,499;0,236;19,000;-4,643;1,030;4,499;0,232;19,000;6,091;0,070;4,500;0,264;19,000;2,705;-0,820;4,601;0,257;19,000;0,611;-0,541;4,601;0,246;19,000;6,370;-1,239;4,601;0,264;19,000;1,326;-1,885;4,550;0,241;19,000;-6,807;-1,850;4,550;0,230;19,000;1,484;1,693;4,550;0,236;19,000;6,458;1,012;4,521;0,254;19,000;3,351;-1,274;4,521;0,245;19,000;-6,650;-1,117;4,521;0,236;19,000;-6,493;1,065;4,506;0,235;19,000;-4,468;1,676;4,506;0,233;19,000;6,388;1,379;4,507;0,262
19,050;-1,710;0,000;3,999;0,227;19,050;0,890;0,995;3,999;0,249;19,050;0,471;0,960;3,999;0,245;19,050;2,810;-1,658;4,747;0,241;19,050;-1,012;2,321;4,747;0,247;19,050;0,559;-2,199;4,747;0,229;19,050;0,192;1,344;4,995;0,259;19,050;-1,641;2,583;4,995;0,243;19,050;-1,658;2,042;4,995;0,235;19,050;-7,557;-0,855;4,499;0,237;19,050;-3,351;1,134;4,499;0,234;19,050;5,428;-0,140;4,499;0,259;19,050;3,648;-1,117;4,601;0,258;19,050;1,868;-0,820;4,601;0,254;19,050;6,440;-1,536;4,601;0,262;19,050;-0,157;-1,937;4,550;0,237;19,050;-7,330;-1,606;4,550;0,234;19,050;2,810;1,484;4,550;0,249;19,050;6,946;0,750;4,521;0,259;19,050;2,007;-1,274;4,521;0,239;19,050;-7,103;-0,942;4,521;0,228;19,050;-5,550;1,326;4,506;0,229;19,050;-3,334;1,955;4,506;0,232;19,050;6,632;1,100;4,507;0,266
19,100;-1,885;-0,035;3,999;0,227;19,100;0,489;0,733;3,999;0,246;19,100;0,087;0,698;3,999;0,240;19,100;2,234;-1,571;4,747;0,235;19,100;-0,192;2,077;4,747;0,244;19,100;-0,262;-1,955;4,747;0,232;19,100;0,681;1,012;4,995;0,260;19,100;-1,239;2,391;4,995;0,250;19,100;-1,641;2,182;4,995;0,243;19,100;-7,383;-0,559;4,499;0,237;19,100;-1,902;1,152;4,499;0,237;19,100;4,485;-0,297;4,499;0,251;19,100;4,363;-1,414;4,601;0,260;19,100;3,002;-1,117;4,601;0,256;19,100;6,144;-1,798;4,601;0,268;19,100;-1,623;-1,920;4,550;0,235;19,100;-7,540;-1,326;4,550;0,237;19,100;3,962;1,222;4,550;0,249;19,100;7,069;0,454;4,521;0,261;19,100;0,593;-1,222;4,521;0,231;19,100;-7,278;-0,750;4,521;0,220;19,100;-4,381;1,518;4,506;0,231;19,100;-2,007;2,217;4,506;0,228;19,100;6,528;0,820;4,507;0,262
19,150;-1,990;-0,017;3,999;0,227;19,150;0,087;0,489;3,999;0,244;19,150;-0,314;0,454;3,999;0,239;19,150;1,536;-1,414;4,747;0,234;19,150;0,628;1,798;4,747;0,256;19,150;-1,100;-1,676;4,747;0,230;19,150;1,152;0,681;4,995;0,262;19,150;-0,768;2,129;4,995;0,251;19,150;-1,518;2,234;4,995;0,241;19,150;-6,877;-0,262;4,499;0,241;19,150;-0,401;1,100;4,499;0,234;19,150;3,351;-0,401;4,499;0,249;19,150;4,765;-1,676;4,601;0,265;19,150;3,944;-1,414;4,601;0,263;19,150;5,533;-2,059;4,601;0,257;19,150;-2,985;-1,868;4,550;0,232;19,150;-7,418;-1,030;4,550;0,233;19,150;4,869;0,942;4,550;0,253;19,150;6,842;0,175;4,521;0,265;19,150;-0,838;-1,117;4,521;0,235;19,150;-7,138;-0,506;4,521;0,243;19,150;-3,037;1,658;4,506;0,229;19,150;-0,576;2,426;4,506;0,232;19,150;6,074;0,576;4,507;0,261
19,200;-2,007;0,052;3,999;0,225;19,200;-0,349;0,262;3,999;0,242;19,200;-0,716;0,209;3,999;0,240;19,200;0,785;-1,204;4,747;0,228;19,200;1,431;1,484;4,747;0,255;19,200;-1,868;-1,361;4,747;0,230;19,200;1,571;0,367;4,995;0,265;19,200;-0,244;1,815;4,995;0,256;19,200;-1,274;2,182;4,995;0,245;19,200;-6,091;0,017;4,499;0,232;19,200;1,082;0,960;4,499;0,243;19,200;2,042;-0,454;4,499;0,243;19,200;4,887;-1,920;4,601;0,262;19,200;4,625;-1,710;4,601;0,261;19,200;4,643;-2,269;4,601;0,255;19,200;-4,171;-1,745;4,550;0,223;19,200;-6,964;-0,733;4,550;0,239;19,200;5,480;0,646;4,550;0,261;19,200;6,266;-0,105;4,521;0,266;19,200;-2,217;-0,942;4,521;0,231;19,200;-6,720;-0,227;4,521;0,234;19,200;-1,553;1,710;4,506;0,230;19,200;0,908;2,566;4,506;0,230;19,200;5,306;0,367;4,507;0,259
19,250;-1,972;0,157;3,999;0,223;19,250;-0,768;0,052;3,999;0,236;19,250;-1,117;-0,017;3,999;0,239;19,250;0,000;-0,925;4,747;0,233;19,250;2,164;1,187;4,747;0,260;19,250;-2,531;-1,030;4,747;0,232;19,250;1,902;0,105;4,995;0,264;19,250;0,297;1,484;4,995;0,262;19,250;-0,925;2,025;4,995;0,245;19,250;-5,044;0,244;4,499;0,236;19,250;2,478;0,750;4,499;0,243;19,250;0,628;-0,454;4,499;0,235;19,250;4,677;-2,129;4,601;0,256;19,250;5,027;-1,972;4,601;0,259;19,250;3,526;-2,443;4,601;0,259;19,250;-5,114;-1,588;4,550;0,227;19,250;-6,231;-0,454;4,550;0,235;19,250;5,760;0,367;4,550;0,263;19,250;5,428;-0,349;4,521;0,259;19,250;-3,456;-0,733;4,521;0,234;19,250;-6,004;0,070;4,521;0,225;19,250;0,000;1,693;4,506;0,230;19,250;2,356;2,635;4,506;0,227;19,250;4,294;0,192;4,506;0,250
19,300;-1,850;0,297;3,999;0,219;19,300;-1,169;-0,105;3,999;0,238;19,300;-1,484;-0,209;3,999;0,238;19,300;-0,768;-0,646;4,747;0,229;19,300;2,775;0,890;4,747;0,263;19,300;-3,072;-0,716;4,747;0,232;19,300;2,112;-0,105;4,995;0,258;19,300;0,820;1,134;4,995;0,261;19,300;-0,524;1,780;4,995;0,254;19,300;-3,770;0,419;4,499;0,238;19,300;3,665;0,506;4,499;0,253;19,300;-0,820;-0,384;4,499;0,233;19,300;4,189;-2,286;4,601;0,255;19,300;5,131;-2,217;4,601;0,263;19,300;2,217;-2,566;4,601;0,239;19,300;-5,794;-1,396;4,550;0,237;19,300;-5,219;-0,192;4,550;0,234;19,300;5,672;0,087;4,550;0,260;19,300;4,328;-0,559;4,521;0,255;19,300;-4,520;-0,471;4,521;0,231;19,300;-5,061;0,367;4,521;0,229;19,300;1,484;1,588;4,506;0,237;19,300;3,683;2,618;4,506;0,232;19,300;3,089;0,070;4,506;0,246
19,350;-1,676;0,454;3,999;0,222;19,350;-1,536;-0,244;3,999;0,239;19,350;-1,833;-0,367;3,999;0,236;19,350;-1,466;-0,314;4,747;0,235;19,350;3,246;0,611;4,747;0,260;19,350;-3,456;-0,436;4,747;0,232;19,350;2,217;-0,262;4,995;0,255;19,350;1,292;0,838;4,995;0,261;19,350;-0,052;1,501;4,995;0,250;19,350;-2,339;0,524;4,499;0,226;19,350;4,625;0,244;4,499;0,260;19,350;-2,234;-0,279;4,499;0,233;19,350;3,438;-2,391;4,601;0,250;19,350;4,904;-2,409;4,601;0,256;19,350;0,803;-2,635;4,601;0,245;19,350;-6,178;-1,152;4,550;0,242;19,350;-3,962;0,000;4,550;0,233;19,350;5,253;-0,157;4,550;0,260;19,350;3,054;-0,733;4,521;0,251;19,350;-5,323;-0,192;4,521;0,234;19,350;-3,910;0,663;4,521;0,231;19,350;2,862;1,414;4,506;0,239;19,350;4,852;2,513;4,506;0,238;19,350;1,710;0,000;4,506;0,245
19,400;-1,431;0,663;3,999;0,220;19,400;-1,850;-0,332;3,999;0,231;19,400;-2,112;-0,506;3,999;0,232;19,400;-2,059;0,000;4,747;0,232;19,400;3,526;0,384;4,747;0,262;19,400;-3,630;-0,209;4,747;0,242;19,400;2,182;-0,349;4,995;0,251;19,400;1,676;0,559;4,995;0,256;19,400;0,436;1,169;4,995;0,259;19,400;-0,820;0,559;4,499;0,232;19,400;5,288;-0,052;4,499;0,257;19,400;-3,543;-0,105;4,499;0,231;19,400;2,496;-2,443;4,601;0,242;19,400;4,416;-2,548;4,601;0,253;19,400;-0,663;-2,653;4,601;0,244;19,400;-6,231;-0,873;4,550;0,235;19,400;-2,548;0,140;4,550;0,230;19,400;4,538;-0,349;4,550;0,253;19,400;1,641;-0,873;4,521;0,244;19,400;-5,847;0,105;4,521;0,236;19,400;-2,583;0,908;4,521;0,229;19,400;4,049;1,187;4,506;0,249;19,400;5,777;2,339;4,506;0,245;19,400;0,262;0,000;4,506;0,231
19,450;-1,152;0,890;3,999;0,220;19,450;-2,094;-0,384;3,999;0,230;19,450;-2,339;-0,593;3,999;0,227;19,450;-2,513;0,314;4,747;0,235;19,450;3,613;0,192;4,747;0,254;19,450;-3,613;-0,052;4,747;0,234;19,450;2,042;-0,367;4,995;0,246;19,450;1,937;0,332;4,995;0,262;19,450;0,925;0,838;4,995;0,260;19,450;0,733;0,489;4,499;0,237;19,450;5,620;-0,349;4,499;0,264;19,450;-4,677;0,105;4,499;0,235;19,450;1,379;-2,443;4,601;0,236;19,450;3,665;-2,635;4,601;0,246;19,450;-2,112;-2,601;4,601;0,223;19,450;-5,952;-0,593;4,550;0,232;19,450;-1,030;0,192;4,550;0,233;19,450;3,560;-0,524;4,550;0,247;19,450;0,157;-0,960;4,521;0,239;19,450;-6,056;0,419;4,521;0,236;19,450;-1,152;1,117;4,521;0,236;19,450;4,974;0,942;4,506;0,253;19,450;6,440;2,129;4,506;0,255;19,450;-1,222;0,035;4,506;0,232
19,500;-0,838;1,134;3,999;0,220;19,500;-2,269;-0,384;3,999;0,228;19,500;-2,496;-0,646;3,999;0,225;19,500;-2,793;0,593;4,747;0,235;19,500;3,473;0,070;4,747;0,255;19,500;-3,403;0,017;4,747;0,241;19,500;1,763;-0,297;4,995;0,242;19,500;2,094;0,157;4,995;0,251;19,500;1,379;0,506;4,995;0,262;19,500;2,199;0,367;4,499;0,238;19,500;5,603;-0,611;4,499;0,269;19,500;-5,568;0,367;4,499;0,230;19,500;0,175;-2,356;4,601;0,233;19,500;2,723;-2,653;4,601;0,241;19,500;-3,473;-2,513;4,601;0,230;19,500;-5,376;-0,279;4,550;0,238;19,500;0,541;0,175;4,550;0,235;19,500;2,391;-0,646;4,550;0,243;19,500;-1,326;-0,977;4,521;0,236;19,500;-5,934;0,698;4,521;0,240;19,500;0,314;1,274;4,521;0,227;19,500;5,620;0,663;4,506;0,257;19,500;6,754;1,868;4,506;0,255;19,500;-2,635;0,140;4,506;0,229
19,550;-0,471;1,396;3,999;0,213;19,550;-2,339;-0,349;3,999;0,226;19,550;-2,583;-0,663;3,999;0,227;19,550;-2,880;0,803;4,747;0,237;19,550;3,159;0,000;4,747;0,244;19,550;-3,019;0,000;4,747;0,241;19,550;1,396;-0,175;4,995;0,237;19,550;2,094;0,052;4,995;0,255;19,550;1,745;0,227;4,995;0,262;19,550;3,491;0,175;4,499;0,249;19,550;5,219;-0,873;4,499;0,261;19,550;-6,196;0,646;4,499;0,235;19,550;-1,082;-2,234;4,601;0,233;19,550;1,641;-2,618;4,601;0,236;19,550;-4,677;-2,356;4,601;0,237;19,550;-4,503;0,000;4,550;0,233;19,550;2,025;0,070;4,550;0,238;19,550;1,065;-0,698;4,550;0,242;19,550;-2,740;-0,960;4,521;0,229;19,550;-5,515;0,960;4,521;0,234;19,550;1,728;1,344;4,521;0,230;19,550;5,917;0,367;4,507;0,261;19,550;6,720;1,571;4,507;0,261;19,550;-3,927;0,297;4,506;0,227
19,600;-0,105;1,658;3,999;0,214;19,600;-2,339;-0,279;3,999;0,227;19,600;-2,566;-0,628;3,999;0,224;19,600;-2,775;0,925;4,747;0,238;19,600;2,653;-0,017;4,747;0,243;19,600;-2,461;-0,105;4,747;0,243;19,600;0,960;0,035;4,995;0,236;19,600;1,955;0,017;4,995;0,244;19,600;2,025;-0,035;4,995;0,258;19,600;4,573;-0,087;4,499;0,257;19,600;4,538;-1,100;4,499;0,261;19,600;-6,528;0,942;4,499;0,236;19,600;-2,339;-2,059;4,601;0,231;19,600;0,436;-2,531;4,601;0,231;19,600;-5,672;-2,164;4,601;0,225;19,600;-3,403;0,262;4,550;0,231;19,600;3,386;-0,105;4,550;0,244;19,600;-0,349;-0,716;4,550;0,231;19,600;-4,014;-0,873;4,521;0,232;19,600;-4,800;1,169;4,521;0,238;19,600;3,054;1,326;4,521;0,233;19,600;5,847;0,087;4,507;0,263;19,600;6,370;1,274;4,507;0,263;19,600;-5,044;0,489;4,506;0,230
19,650;0,279;1,920;3,999;0,216;19,650;-2,251;-0,157;3,999;0,223;19,650;-2,496;-0,559;3,999;0,221;19,650;-2,496;0,960;4,747;0,240;19,650;2,007;0,052;4,747;0,235;19,650;-1,780;-0,297;4,747;0,243;19,650;0,489;0,279;4,995;0,235;19,650;1,693;0,052;4,995;0,243;19,650;2,182;-0,227;4,995;0,258;19,650;5,376;-0,349;4,499;0,256;19,650;3,595;-1,274;4,499;0,254;19,650;-6,510;1,239;4,499;0,236;19,650;-3,508;-1,833;4,601;0,231;19,650;-0,803;-2,374;4,601;0,230;19,650;-6,405;-1,920;4,601;0,233;19,650;-2,077;0,489;4,550;0,235;19,650;4,555;-0,332;4,550;0,252;19,650;-1,798;-0,681;4,550;0,229;19,650;-5,096;-0,750;4,521;0,228;19,650;-3,822;1,309;4,521;0,237;19,650;4,189;1,239;4,521;0,235;19,650;5,428;-0,175;4,507;0,261;19,650;5,707;0,995;4,507;0,262;19,650;-5,917;0,716;4,506;0,233
19,700;0,681;2,147;3,999;0,217;19,700;-2,094;0,017;3,999;0,217;19,700;-2,339;-0,436;3,999;0,222;19,700;-2,059;0,908;4,747;0,243;19,700;1,257;0,175;4,747;0,237;19,700;-0,995;-0,559;4,747;0,251;19,700;-0,017;0,593;4,995;0,236;19,700;1,326;0,175;4,995;0,240;19,700;2,199;-0,367;4,995;0,253;19,700;5,864;-0,646;4,499;0,264;19,700;2,426;-1,396;4,499;0,248;19,700;-6,196;1,518;4,499;0,242;19,700;-4,538;-1,553;4,601;0,231;19,700;-2,025;-2,182;4,601;0,229;19,700;-6,842;-1,658;4,601;0,229;19,700;-0,628;0,646;4,550;0,229;19,700;5,428;-0,593;4,550;0,253;19,700;-3,194;-0,576;4,550;0,228;19,700;-5,917;-0,576;4,521;0,229;19,700;-2,618;1,361;4,521;0,235;19,700;5,079;1,082;4,521;0,245;19,700;4,712;-0,401;4,507;0,263;19,700;4,817;0,733;4,507;0,260;19,700;-6,493;0,995;4,506;0,230
19,750;1,047;2,339;3,999;0,216;19,750;-1,850;0,209;3,999;0,219;19,750;-2,147;-0,297;3,999;0,220;19,750;-1,484;0,768;4,747;0,246;19,750;0,436;0,349;4,747;0,229;19,750;-0,175;-0,855;4,747;0,250;19,750;-0,506;0,925;4,994;0,232;19,750;0,890;0,349;4,995;0,236;19,750;2,094;-0,419;4,995;0,250;19,750;6,004;-0,925;4,499;0,261;19,750;1,100;-1,484;4,499;0,238;19,750;-5,568;1,780;4,499;0,235;19,750;-5,376;-1,274;4,601;0,233;19,750;-3,176;-1,920;4,601;0,230;19,750;-6,946;-1,361;4,601;0,236;19,750;0,908;0,716;4,550;0,226;19,750;6,004;-0,873;4,550;0,259;19,750;-4,468;-0,436;4,550;0,230;19,750;-6,440;-0,349;4,521;0,232;19,750;-1,257;1,326;4,521;0,237;19,750;5,707;0,873;4,521;0,252;19,750;3,735;-0,611;4,507;0,256;19,750;3,700;0,489;4,507;0,256;19,750;-6,754;1,274;4,506;0,237
19,800;1,379;2,496;3,999;0,217;19,800;-1,571;0,436;3,999;0,222;19,800;-1,885;-0,105;3,999;0,215;19,800;-0,785;0,541;4,747;0,248;19,800;-0,419;0,576;4,747;0,234;19,800;0,663;-1,169;4,747;0,259;19,800;-0,942;1,274;4,995;0,234;19,800;0,384;0,576;4,995;0,235;19,800;1,885;-0,419;4,995;0,241;19,800;5,777;-1,204;4,499;0,262;19,800;-0,332;-1,501;4,499;0,239;19,800;-4,677;1,990;4,499;0,237;19,800;-5,969;-0,960;4,601;0,235;19,800;-4,171;-1,641;4,601;0,231;19,800;-6,720;-1,065;4,601;0,232;19,800;2,443;0,716;4,550;0,237;19,800;6,231;-1,169;4,550;0,265;19,800;-5,550;-0,244;4,550;0,232;19,800;-6,667;-0,105;4,521;0,235;19,800;0,209;1,222;4,521;0,238;19,800;6,004;0,611;4,521;0,260;19,800;2,548;-0,768;4,507;0,249;19,800;2,443;0,279;4,507;0,253;19,800;-6,685;1,571;4,506;0,231
